Place_Name,Category,City,Price,Rating,Type,is_holiday,holiday_type,Low_Days,Medium_Days,High_Days,Weather_Suitability,Ideal_Duration,Meal_Type,Latitude,Longitude,Open_Hour,Close_Hour,Time_Slot
Mangkok Ayam,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.882364499999999,107.6017532,07:00:00,20:00:00,Morning
Ramen 38 Sanpachi Mayfair,Restaurant,Bandung,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.8795092,107.596455,07:00:00,18:00:00,Morning
Griya Dahar Ibu Kadi,Restaurant,Bandung,75000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8926864,107.5857777,07:00:00,16:00:00,Morning
Es Teler 77 - BIP,Restaurant,Bandung,100000,4.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.907909300000001,107.6111036,08:00:00,20:00:00,Morning
Baso Malang BoM,Restaurant,Bandung,50000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.902031000000001,107.6136198,10:00:00,17:00:00,Morning
Clique Lounge & Resto,Restaurant,Bandung,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.9021496,107.6214177,09:00:00,19:00:00,Morning
Warung Nasi Sida Mulya,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.8039837,107.5848777,08:00:00,19:00:00,Morning
Mandarin Lembang,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.8114856,107.6164354,09:00:00,17:00:00,Morning
Warjan Waroeng Jajanan,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8126134,107.6155914,09:00:00,16:00:00,Morning
Oishii Hookah Ramen,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.816025199999999,107.5493998,07:00:00,16:00:00,Morning
Lembur Urang,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.7875352,107.5806838,07:00:00,18:00:00,Morning
Baso Malang Bom,Restaurant,Bandung,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.7882144,107.5806131,07:00:00,18:00:00,Morning
万隆竹村,Restaurant,Bandung,75000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.788746799999999,107.5806084,07:00:00,16:00:00,Morning
Burangrang Dapur Indonesia,Restaurant,Bandung,75000,3.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.788771000000001,107.5800686,09:00:00,20:00:00,Morning
Persenan coffee,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.790424599999999,107.5826588,08:00:00,17:00:00,Morning
Purbasari Makan Di Tepi Danau,Restaurant,Bandung,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.7893548,107.580017,08:00:00,16:00:00,Morning
Halba Catering (Halba Grup),Restaurant,Bandung,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.7905166,107.5827725,08:00:00,18:00:00,Morning
Batagor Putri Dusun Bambu,Restaurant,Bandung,75000,4.8,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.789017999999999,107.578825,07:00:00,20:00:00,Morning
Tahu Sumedang Karuhun,Restaurant,Bandung,75000,3.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.789014999999999,107.578469,07:00:00,18:00:00,Morning
Rica Rica Dusun Bambu,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.789473999999998,107.578339,10:00:00,16:00:00,Morning
Kantin Heri,Restaurant,Bandung,50000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.878389999999999,107.606497,08:00:00,17:00:00,Morning
Sosisqu,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.894474799999999,107.6027976,09:00:00,18:00:00,Morning
Melbourne Kitchen,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.902737600000001,107.6030524,07:00:00,19:00:00,Morning
Warung Nasi Mbak Sela,Restaurant,Bandung,75000,3.9,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8625057,107.5870491,09:00:00,16:00:00,Morning
Mangkok Ayam,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.882364499999999,107.6017532,10:00:00,19:00:00,Morning
Ramen 38 Sanpachi Mayfair,Restaurant,Bandung,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.8795092,107.596455,10:00:00,18:00:00,Morning
Pepper Lunch,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.889944,107.5958593,07:00:00,20:00:00,Morning
Surabi Imut,Restaurant,Bandung,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8684875,107.5922373,09:00:00,20:00:00,Morning
Kedai Timbel Gerlong,Restaurant,Bandung,75000,3.9,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.868274299999999,107.5851323,10:00:00,20:00:00,Morning
Resto & Cafe Concordia,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.8669604,107.6091398,07:00:00,16:00:00,Morning
Rotiku,Restaurant,Bandung,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.872885399999999,107.5950989,10:00:00,19:00:00,Morning
Ayam Bakar Katapang,Restaurant,Bandung,75000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-7.000001399999999,107.5533168,08:00:00,19:00:00,Morning
McDonald's - Kopo Mas,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.959496,107.5800176,09:00:00,19:00:00,Morning
AYAM GORENG BOSSE,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.976287199999999,107.5918973,09:00:00,17:00:00,Morning
Aneka sarapan pagi,Restaurant,Bandung,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9843199,107.5927756,10:00:00,16:00:00,Morning
Happy Cafetaria,Restaurant,Bandung,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9657804,107.5898411,07:00:00,19:00:00,Morning
Masakan Padang Sederhana,Restaurant,Bandung,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.991807199999999,107.5963535,09:00:00,19:00:00,Morning
Saung Lesehan Mang Ipik,Restaurant,Bandung,100000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.959883499999999,107.5932575,09:00:00,20:00:00,Morning
RM. Ayam Dower,Restaurant,Bandung,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.976014600000001,107.56937,08:00:00,18:00:00,Morning
Seblak J2 (JiTu),Restaurant,Bandung,75000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9660199,107.5956848,08:00:00,16:00:00,Morning
Dunkin' Donuts (Kopo Bihbul),Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.963728799999999,107.5774724,07:00:00,16:00:00,Morning
Ayam Ceurik,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.967086699999999,107.5718735,10:00:00,19:00:00,Morning
Ayam Geprek Lemon,Restaurant,Bandung,75000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.963395800000001,107.5966572,08:00:00,16:00:00,Morning
Mango trees Resto,Restaurant,Bandung,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9959548,107.5991607,07:00:00,17:00:00,Morning
HokBen - Miko Mall,Restaurant,Bandung,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.960658199999999,107.581226,08:00:00,19:00:00,Morning
Happy Puppy Kopo Miko,Restaurant,Bandung,100000,4.8,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.960348899999999,107.5812904,10:00:00,19:00:00,Morning
Justus Steak House Miko Mall,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.9602005,107.5810801,09:00:00,19:00:00,Morning
Soto Sulung,Restaurant,Bandung,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.960114900000001,107.5809695,10:00:00,19:00:00,Morning
KFC,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.1663709,106.8032607,08:00:00,19:00:00,Morning
Domino's Pizza,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.289255600000001,106.7956137,08:00:00,19:00:00,Morning
Catering,Restaurant,Bandung,75000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.974768200000001,107.5628349,09:00:00,18:00:00,Morning
Warung Nasi Sida Mulya,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.8039837,107.5848777,10:00:00,19:00:00,Morning
Oishii Hookah Ramen,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.816025199999999,107.5493998,09:00:00,16:00:00,Morning
Darjeeling (Maja Group),Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.831758799999999,107.595035,07:00:00,18:00:00,Morning
Keepsmile Bubble Tea,Restaurant,Bandung,50000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.8409845,107.5848882,07:00:00,20:00:00,Morning
Champ Resto Indonesia,Restaurant,Bandung,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.845800000000001,107.57132,08:00:00,19:00:00,Morning
Saung Pengkolan 1,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.834439100000001,107.6015113,09:00:00,16:00:00,Morning
Resto d’SDL,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.8265286,107.6075101,09:00:00,16:00:00,Morning
The Monkey Bites - Resto & Cafe Restaurant,Restaurant,Bandung,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.825989799999999,107.6078365,07:00:00,18:00:00,Morning
(Kabuci) kampung Buyut Cipageran Asih Putera,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8482062,107.5487739,09:00:00,18:00:00,Morning
DLAMOZA PIZZA,Restaurant,Bandung,75000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.8510641,107.5856016,07:00:00,18:00:00,Morning
Brick & Barrel Bistro,Restaurant,Bandung,100000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8488419,107.5918932,09:00:00,17:00:00,Morning
Roemah Kajoe Resto & Villa,Restaurant,Bandung,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.841228,107.601685,08:00:00,20:00:00,Morning
Nasi Ayam Didi,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8102531,107.5687634,10:00:00,18:00:00,Morning
Melbourne Kitchen,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.902737600000001,107.6030524,08:00:00,19:00:00,Morning
Sosisqu,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.894474799999999,107.6027976,10:00:00,17:00:00,Morning
Kantin Heri,Restaurant,Bandung,50000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.878389999999999,107.606497,07:00:00,19:00:00,Morning
Mandarin Restaurant,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.9125,107.5983333,09:00:00,17:00:00,Morning
Pepper Lunch,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.889944,107.5958593,07:00:00,20:00:00,Morning
Es Teler 77 - BIP,Restaurant,Bandung,100000,4.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.907909300000001,107.6111036,09:00:00,16:00:00,Morning
RM Legoh,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.923325999999999,107.6131613,08:00:00,20:00:00,Morning
Jack Runner Roastery,Restaurant,Bandung,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.9176532,107.6173011,09:00:00,16:00:00,Morning
Ichi Bento - Yogya Kepatihan,Restaurant,Bandung,75000,3.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.923722,107.6059129,07:00:00,16:00:00,Morning
Dunkin' Donuts,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9222494,107.6060357,09:00:00,18:00:00,Morning
Baso Malang BoM,Restaurant,Bandung,50000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.902031000000001,107.6136198,08:00:00,16:00:00,Morning
La Baraga Cafe,Restaurant,Bandung,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.917610900000001,107.6094452,09:00:00,16:00:00,Morning
Sambel Hejo Natuna,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.916609899999999,107.6162121,09:00:00,18:00:00,Morning
Sosisqu,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.894474799999999,107.6027976,08:00:00,20:00:00,Morning
Melbourne Kitchen,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.902737600000001,107.6030524,09:00:00,18:00:00,Morning
Kantin Heri,Restaurant,Bandung,50000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.878389999999999,107.606497,09:00:00,16:00:00,Morning
Mandarin Restaurant,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.9125,107.5983333,10:00:00,17:00:00,Morning
Pepper Lunch,Restaurant,Bandung,100000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.889944,107.5958593,09:00:00,17:00:00,Morning
Mangkok Ayam,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.882364499999999,107.6017532,09:00:00,18:00:00,Morning
Griya Dahar Ibu Kadi,Restaurant,Bandung,75000,4.1,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.8926864,107.5857777,10:00:00,17:00:00,Morning
Ramen 38 Sanpachi Mayfair,Restaurant,Bandung,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.8795092,107.596455,08:00:00,17:00:00,Morning
Es Teler 77 - BIP,Restaurant,Bandung,100000,4.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.907909300000001,107.6111036,07:00:00,18:00:00,Morning
Baso Malang BoM,Restaurant,Bandung,50000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.902031000000001,107.6136198,09:00:00,19:00:00,Morning
Jack Runner Roastery,Restaurant,Bandung,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.9176532,107.6173011,09:00:00,20:00:00,Morning
RM Legoh,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.923325999999999,107.6131613,08:00:00,20:00:00,Morning
KFC - Metro Indah Mall,Restaurant,Bandung,100000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9421265,107.6589741,08:00:00,20:00:00,Morning
Ayam Goreng Suharti,Restaurant,Bandung,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.299347699999998,106.8149876,08:00:00,18:00:00,Morning
siomay baper,Restaurant,Bandung,50000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.941823299999999,107.6748452,07:00:00,17:00:00,Morning
Pecel Lele Cipamokolan,Restaurant,Bandung,75000,5.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.9410569,107.6752359,09:00:00,19:00:00,Morning
WakWaw Fried Chicken,Restaurant,Bandung,75000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9414494,107.677297,07:00:00,18:00:00,Morning
Tekwan Tenda Biru,Restaurant,Bandung,75000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.939869699999999,107.6674104,10:00:00,19:00:00,Morning
Pizza Hut Delivery - PHD Indonesia,Restaurant,Bandung,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.148927100000001,106.8225984,08:00:00,18:00:00,Morning
Bakso Beranak bandung,Restaurant,Bandung,50000,4.2,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.9437167,107.6771562,10:00:00,18:00:00,Morning
Bubur Ayam Mang H.Oyo - Metro,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.939314800000001,107.6669477,09:00:00,17:00:00,Morning
Kings Kebab,Restaurant,Bandung,100000,4.6,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.943846499999999,107.6669863,09:00:00,18:00:00,Morning
Salsabila Kitchen,Restaurant,Bandung,75000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.942624299999999,107.6787016,07:00:00,18:00:00,Morning
Asia Martabak Premium,Restaurant,Bandung,75000,3.8,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.9441436,107.6671076,10:00:00,19:00:00,Morning
Baso Jeletot,Restaurant,Bandung,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.944325999999999,107.6671052,08:00:00,17:00:00,Morning
Martabak Mertua,Restaurant,Bandung,100000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.9434017,107.6658172,10:00:00,19:00:00,Morning
Rm Andalusia,Restaurant,Bandung,100000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.945528999999999,107.6668727,10:00:00,17:00:00,Morning
Martabak Super Hafizh,Restaurant,Bandung,75000,4.8,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.935477,107.6783236,07:00:00,19:00:00,Morning
Ayam Bakar KQ5,Restaurant,Bandung,50000,4.4,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.9393544,107.6646575,10:00:00,20:00:00,Morning
Lotek Nene,Restaurant,Bandung,75000,4.5,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Lunch,-6.9431286,107.6804959,10:00:00,20:00:00,Morning
Ayam Bakar Taliwang 59 (pindah ke sarijadi),Restaurant,Bandung,75000,4.3,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Dinner,-6.9471297,107.666621,10:00:00,18:00:00,Morning
Gehu Pedas HOT JELETOT,Restaurant,Bandung,75000,0.0,Food,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Sunny, Cloudy, Rainy",0,Breakfast,-6.939955799999999,107.6636134,10:00:00,19:00:00,Morning
